AnimalType,IntakeMonth,Breed,Age,Sex,SpayNeuter,Size,Color,IntakeType,Class
CAT,August,,Youth - Younger than 1 year,MALE,true,LARGE,ORANGE,Owner Surrender,Home
DOG,January,,Youth - Younger than 1 year,MALE,true,MED,BROWN,Stray,Home
DOG,August,,Youth - Younger than 1 year,MALE,true,SMALL,BROWN,Owner Surrender,Home
CAT,August,,Older than 1 year,FEMALE,false,SMALL,BLACK,Stray,Other
CAT,September,,,UNKNOWN,false,KITTN,GRAY,Stray,Euthanized
CAT,August,,,UNKNOWN,false,KITTN,ORG TABBY,Stray,Euthanized
DOG,June,,,MALE,false,LARGE,BROWN,Stray,Other
CAT,July,,Older than 1 year,FEMALE,false,MED,SEAL PT,Stray,Euthanized
DOG,March,LABRADOR RETR - MIX,Older than 7 years,MALE,false,LARGE,BROWN,Owner Surrender,Euthanized
DOG,January,POODLE MIN - COCKER SPAN,Older than 7 years,FEMALE,false,SMALL,WHITE,Stray,Euthanized
DOG,March,PIT BULL - MIX,Youth - Younger than 1 year,MALE,true,LARGE,BLACK,Owner Surrender,Other
CAT,February,,Older than 1 year,FEMALE,true,LARGE,CALICO,Stray,Home
CAT,January,,,UNKNOWN,false,MED,BLACK,Stray,Euthanized
CAT,September,,Older than 1 year,MALE,false,MED,GRAY,Stray,Other
DOG,October,BEAGLE - MIN PINSCHER,Infant - Younger than 6 months,MALE,true,PUPPY,TAN,Owner Surrender,Home
DOG,March,RAT TERRIER - MIX,Older than 1 year,MALE,true,SMALL,TRICOLOR,Owner Surrender,Home
DOG,March,,Older than 1 year,MALE,true,SMALL,WHITE,Stray,Home
CAT,July,,,FEMALE,false,LARGE,GRAY,Stray,Euthanized
CAT,July,,,FEMALE,false,MED,BRN TABBY,Stray,Euthanized
DOG,June,,Infant - Younger than 6 months,MALE,true,MED,BLACK,Owner Surrender,Home
DOG,May,,Older than 7 years,MALE,false,X-LRG,BLACK,Owner Surrender,Euthanized
DOG,May,,,FEMALE,true,SMALL,CHOCOLATE,Impound,Home
DOG,July,,Infant - Younger than 6 months,FEMALE,false,PUPPY,BLACK,Owner Surrender,Other
DOG,June,,Youth - Younger than 1 year,FEMALE,false,SMALL,BROWN,Owner Surrender,Other
CAT,August,,,FEMALE,false,MED,BRN TABBY,Stray,Euthanized
DOG,April,GERM SHEPHERD - MIX,Older than 1 year,FEMALE,true,MED,BLACK,Stray,Home
DOG,February,PIT BULL - LABRADOR RETR,Infant - Younger than 6 months,FEMALE,false,PUPPY,BROWN,Stray,Other
CAT,April,,Older than 1 year,MALE,false,MED,BLACK,Stray,Euthanized
CAT,April,,,UNKNOWN,false,KITTN,BLACK,Stray,Other
CAT,September,,Older than 1 year,FEMALE,false,SMALL,CRM TABBY,Owner Surrender,Euthanized
CAT,March,,,UNKNOWN,false,LARGE,BLACK,Stray,Other
CAT,May,,Older than 1 year,FEMALE,false,SMALL,BLK SMOKE,Owner Surrender,Euthanized
CAT,February,,Youth - Younger than 1 year,FEMALE,false,SMALL,CALICO,Stray,Euthanized
DOG,August,ST BERNARD RGH - PURE BRED,Older than 7 years,FEMALE,false,MED,BROWN,Owner Surrender,Euthanized
CAT,June,,,MALE,false,KITTN,BLACK,Stray,Euthanized
DOG,June,BEAGLE - BASSET HOUND,,MALE,false,SMALL,BLACK,Stray,Euthanized
DOG,December,POODLE MIN - MIX,Older than 7 years,MALE,false,SMALL,BLACK,Stray,Other
CAT,May,,,FEMALE,false,KITTN,SEAL PT,Stray,Other
DOG,May,,Older than 1 year,FEMALE,false,MED,BLACK,Owner Surrender,Euthanized
DOG,March,,Infant - Younger than 6 months,FEMALE,false,PUPPY,YELLOW,Stray,Home
CAT,April,,Youth - Younger than 1 year,FEMALE,true,SMALL,BLK TABBY,Stray,Home
DOG,July,,Older than 1 year,MALE,false,LARGE,BLACK,Owner Surrender,Euthanized
CAT,April,,,MALE,false,MED,GRAY,Stray,Euthanized
DOG,October,,,FEMALE,false,MED,TAN,Stray,Other
DOG,July,GERM SHEPHERD - MIX,,FEMALE,false,LARGE,BROWN,Stray,Other
DOG,July,,Older than 7 years,MALE,false,LARGE,BROWN,Owner Surrender,Euthanized
CAT,March,,,UNKNOWN,false,KITTN,BLACK,Stray,Other
CAT,August,,,FEMALE,false,KITTN,BRN TABBY,Owner Surrender,Euthanized
DOG,July,CHOW CHOW - MIX,Older than 7 years,FEMALE,true,MED,TAN,Owner Surrender,Euthanized
CAT,September,,,FEMALE,false,MED,ORANGE,Stray,Euthanized
DOG,August,,Older than 1 year,MALE,true,SMALL,CREAM,Stray,Other
DOG,February,BORDER COLLIE - FLAT COAT RETR,Infant - Younger than 6 months,FEMALE,false,PUPPY,BLACK,Owner Surrender,Other
DOG,May,,Older than 1 year,FEMALE,true,SMALL,GRAY,Out Patient Spay or Neuter,Other
CAT,May,,,UNKNOWN,false,LARGE,BLACK,Stray,Euthanized
CAT,June,,,FEMALE,false,MED,SEAL PT,Stray,Other
DOG,July,CHOW CHOW - MIX,Older than 7 years,FEMALE,false,LARGE,RED,Owner Surrender,Euthanized
DOG,January,BORDER COLLIE - MIX,Older than 7 years,MALE,true,LARGE,BLACK,Stray,Home
CAT,April,,,MALE,false,KITTN,BUFF,Stray,Other
DOG,July,,,MALE,false,PUPPY,CREAM,Stray,Other
CAT,September,,Older than 1 year,FEMALE,true,MED,BRN TABBY,Owner Surrender,Other
CAT,September,,,MALE,false,KITTN,BLUE,Stray,Euthanized
DOG,November,,,FEMALE,true,LARGE,BLACK,Stray,Home
CAT,July,,Infant - Younger than 6 months,MALE,false,KITTN,BRN TABBY,Stray,Other
DOG,June,,,FEMALE,false,LARGE,GRAY,Stray,Other
DOG,March,BEAGLE - MIX,,MALE,false,PUPPY,TAN,Stray,Other
DOG,May,GERM SHEPHERD - MIX,,FEMALE,false,MED,BROWN,Owner Surrender,Euthanized
DOG,August,PAPILLON - CHIHUAHUA LH,Older than 1 year,MALE,true,SMALL,WHITE,Owner Surrender,Home
DOG,August,RAT TERRIER - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,TRICOLOR,Owner Surrender,Home
DOG,June,,Older than 1 year,MALE,false,LARGE,BROWN,Stray,Home
DOG,February,PIT BULL - LABRADOR RETR,Infant - Younger than 6 months,MALE,true,PUPPY,BLACK,Stray,Other
DOG,February,LABRADOR RETR - BERNESE MTN DOG,Infant - Younger than 6 months,MALE,false,PUPPY,BLACK,Owner Surrender,Other
CAT,July,,Infant - Younger than 6 months,MALE,false,KITTN,BRN TABBY,Stray,Other
DOG,April,AUST SHEPHERD - MIX,Older than 1 year,FEMALE,false,MED,WHITE,Stray,Other
CAT,March,,Older than 1 year,MALE,true,LARGE,BLACK,Owner Surrender,Home
CAT,May,,Infant - Younger than 6 months,MALE,true,KITTN,CREAM,Foster Return,Home
CAT,September,,Older than 1 year,FEMALE,true,LARGE,TORTIE,Stray,Home
DOG,September,BOXER - MIX,Older than 1 year,FEMALE,false,LARGE,TAN,Stray,Home
DOG,May,BORDER COLLIE - MIX,,FEMALE,true,MED,BLACK,Owner Surrender,Other
DOG,April,LABRADOR RETR - MIX,Older than 7 years,MALE,true,MED,TAN,Stray,Other
CAT,September,,,FEMALE,false,KITTN,GRAY TABBY,Owner Surrender,Euthanized
CAT,November,,Older than 1 year,MALE,false,MED,ORG TABBY,Stray,Euthanized
DOG,April,LABRADOR RETR - POINTER,,FEMALE,false,PUPPY,BLACK,Stray,Other
DOG,March,PUG - DACHSHUND,Youth - Younger than 1 year,MALE,true,SMALL,BROWN,Stray,Home
CAT,August,,,UNKNOWN,false,SMALL,BRN TABBY,Stray,Euthanized
CAT,March,,,MALE,true,LARGE,WHITE,Stray,Euthanized
CAT,October,,Infant - Younger than 6 months,FEMALE,true,KITTN,CALICO,Owner Surrender,Home
DOG,July,CHIHUAHUA SH - MIX,Older than 1 year,FEMALE,true,SMALL,BROWN,Owner Surrender,Euthanized
DOG,February,,Older than 1 year,MALE,false,LARGE,TAN,Stray,Euthanized
DOG,August,,,MALE,false,MED,BROWN,Owner Surrender,Euthanized
CAT,June,,Infant - Younger than 6 months,FEMALE,false,KITTN,BRN TABBY,Stray,Euthanized
DOG,January,,Older than 1 year,MALE,true,MED,WHITE,Owner Surrender,Euthanized
DOG,March,,Older than 1 year,FEMALE,true,MED,BROWN,Owner Surrender,Euthanized
DOG,May,,,MALE,false,LARGE,YELLOW,Impound,Other
CAT,August,,Infant - Younger than 6 months,MALE,true,KITTN,ORANGE,Stray,Other
DOG,August,,Older than 1 year,FEMALE,true,SMALL,BROWN,Stray,Other
DOG,May,AMER BULLDOG - MIX,Older than 1 year,MALE,false,X-LRG,BLACK,Stray,Home
CAT,February,,Older than 1 year,MALE,true,LARGE,BUFF,Foster Return,Home
DOG,December,,Older than 1 year,FEMALE,true,LARGE,BL BRINDLE,Stray,Other
DOG,March,JACK RUSS TER - MIX,Older than 1 year,MALE,true,SMALL,BROWN,Stray,Home
DOG,March,SIBERIAN HUSKY - MIX,Older than 1 year,MALE,true,LARGE,BLACK,Stray,Other
CAT,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,ORANGE,Owner Surrender,Other
CAT,March,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,Foster Return,Home
CAT,August,,,FEMALE,false,MED,GRAY,Stray,Euthanized
CAT,May,,Older than 1 year,FEMALE,true,MED,TORTIE,Stray,Home
DOG,July,PARSON RUSS TER - MIX,Older than 1 year,FEMALE,true,MED,BLACK,Owner Surrender,Home
DOG,April,DACHSHUND - MIX,Older than 1 year,FEMALE,true,MED,BLACK,Stray,Home
CAT,April,,,FEMALE,false,MED,GRAY,Stray,Other
DOG,September,,Older than 1 year,FEMALE,false,MED,RED,Impound,Euthanized
DOG,April,BEAGLE - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,TAN,Stray,Home
CAT,October,,,MALE,false,LARGE,BRN TABBY,Owner Surrender,Euthanized
DOG,June,,Youth - Younger than 1 year,FEMALE,false,LARGE,BLUE,Owner Surrender,Euthanized
DOG,September,,Older than 1 year,FEMALE,true,MED,BROWN,Owner Surrender,Euthanized
DOG,February,NORFOLK TERRIER - MIX,,MALE,false,PUPPY,YELLOW,Stray,Other
CAT,June,,Infant - Younger than 6 months,FEMALE,false,KITTN,ORG TABBY,Stray,Euthanized
DOG,May,,Older than 1 year,MALE,true,LARGE,GRAY,Owner Surrender,Home
DOG,February,,,MALE,false,MED,TAN,Stray,Euthanized
DOG,January,,Older than 1 year,MALE,true,SMALL,TRICOLOR,Owner Surrender,Other
CAT,May,,,FEMALE,false,KITTN,BLACK,Stray,Euthanized
CAT,May,,Infant - Younger than 6 months,MALE,true,KITTN,ORG TABBY,Stray,Home
DOG,August,,Older than 1 year,MALE,true,LARGE,BLACK,Impound,Home
DOG,October,,Older than 1 year,FEMALE,false,MED,BROWN,Stray,Other
CAT,January,,Older than 1 year,MALE,false,MED,BLACK,Stray,Euthanized
CAT,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,BLACK,Stray,Other
CAT,March,,Older than 1 year,FEMALE,true,MED,GRAY,Stray,Other
CAT,November,,Infant - Younger than 6 months,FEMALE,false,KITTN,ORG TABBY,Owner Surrender,Euthanized
CAT,June,,,UNKNOWN,false,LARGE,ORG TABBY,Stray,Euthanized
CAT,June,,Infant - Younger than 6 months,FEMALE,false,KITTN,ORANGE,Stray,Euthanized
DOG,April,,,MALE,false,LARGE,BLACK,Stray,Home
CAT,September,,,UNKNOWN,false,KITTN,BLACK,Stray,Euthanized
DOG,December,,Older than 1 year,MALE,true,LARGE,BLACK,Stray,Home
CAT,June,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY,Stray,Home
DOG,January,BORDER COLLIE - SHETLD SHEEPDOG,Older than 1 year,FEMALE,true,MED,TRICOLOR,Owner Surrender,Home
CAT,April,,,MALE,false,KITTN,BRN TIGER,Stray,Other
DOG,April,,,MALE,true,LARGE,BROWN,Stray,Home
DOG,February,,Older than 1 year,MALE,true,SMALL,TAN,Owner Surrender,Home
CAT,November,,Older than 1 year,FEMALE,false,MED,BRN TABBY,Stray,Euthanized
DOG,January,,,MALE,false,LARGE,BLACK,Owner Surrender,Euthanized
DOG,February,,Older than 7 years,FEMALE,true,LARGE,GOLD,Stray,Other
DOG,July,,,MALE,false,MED,WHITE,Stray,Home
CAT,July,,Infant - Younger than 6 months,MALE,true,KITTN,BRN TABBY,Foster Return,Home
DOG,July,,Older than 1 year,MALE,true,SMALL,WHITE,Owner Surrender,Home
CAT,February,,,UNKNOWN,false,LARGE,WHITE,Stray,Euthanized
DOG,August,ROTTWEILER - MIX,Older than 1 year,MALE,true,LARGE,BLACK,Disposal Request by Public,Other
DOG,April,,Older than 1 year,FEMALE,true,LARGE,BLACK,Stray,Other
DOG,March,GERM SHEPHERD - PIT BULL,,MALE,false,PUPPY,BROWN,Stray,Other
DOG,September,,Youth - Younger than 1 year,FEMALE,true,MED,WHITE,Stray,Home
DOG,August,LABRADOR RETR - GREAT DANE,Older than 7 years,MALE,true,LARGE,BROWN,Owner Surrender,Euthanized
DOG,December,BEAGLE - GERM SH POINT,Youth - Younger than 1 year,MALE,true,PUPPY,WHITE,Owner Surrender,Other
CAT,June,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY TABBY,Stray,Other
DOG,September,LABRADOR RETR - MIX,Older than 7 years,MALE,false,MED,BROWN,Stray,Euthanized
CAT,April,,,UNKNOWN,false,KITTN,BRN TABBY,Stray,Other
CAT,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,TORTIE,Foster Return,Home
CAT,August,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,GRAY,Owner Surrender,Euthanized
CAT,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,Owner Surrender,Home
DOG,July,,Older than 1 year,MALE,true,LARGE,BLACK,Stray,Other
DOG,March,LABRADOR RETR - MIX,,FEMALE,false,MED,BLACK,Stray,Euthanized
DOG,March,BLACK/TAN HOUND - MIX,Older than 7 years,MALE,true,MED,BLACK,Stray,Home
CAT,June,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY,Stray,Other
DOG,May,,,MALE,false,PUPPY,WHITE,Stray,Euthanized
CAT,May,,,UNKNOWN,false,LARGE,BLACK,Stray,Other
CAT,February,,,UNKNOWN,false,KITTN,WHITE,Owner Surrender,Other
CAT,January,,Youth - Younger than 1 year,MALE,true,MED,BLACK,Stray,Home
DOG,March,JACK RUSS TER - MIX,Infant - Younger than 6 months,FEMALE,false,PUPPY,WHITE,Stray,Home
DOG,February,,Older than 1 year,MALE,true,MED,RED,Owner Surrender,Other
CAT,March,,,MALE,false,LARGE,GRAY,Stray,Euthanized
DOG,August,AUST CATTLE DOG - MIX,,FEMALE,false,LARGE,WHITE,Stray,Other
DOG,April,,,FEMALE,true,LARGE,BLACK,Stray,Other
CAT,March,,,UNKNOWN,false,MED,GRAY,Stray,Other
CAT,September,,Infant - Younger than 6 months,FEMALE,false,KITTN,BLACK,Owner Surrender,Euthanized
DOG,February,BEAGLE - MIX,,MALE,false,MED,TRICOLOR,Stray,Euthanized
DOG,September,RAT TERRIER - BASENJI,Infant - Younger than 6 months,MALE,true,PUPPY,WHITE,Stray,Other
CAT,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,Stray,Euthanized
CAT,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,CALICO,Owner Surrender,Other
CAT,August,,,FEMALE,false,KITTN,CALICO,Stray,Euthanized
DOG,March,SHIH TZU - MIX,Older than 7 years,MALE,true,SMALL,BLACK,Owner Surrender,Other
CAT,June,,Older than 1 year,FEMALE,true,MED,BLK TABBY,Stray,Home
DOG,September,LABRADOR RETR - PIT BULL,Youth - Younger than 1 year,MALE,true,PUPPY,BLACK,Owner Surrender,Euthanized
DOG,June,PIT BULL - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,CHOCOLATE,Owner Surrender,Other
DOG,April,,,MALE,true,LARGE,YELLOW,Stray,Home
CAT,May,,Infant - Younger than 6 months,MALE,false,KITTN,BRN TABBY,Stray,Other
CAT,June,,Older than 1 year,MALE,false,MED,BLACK,Owner Surrender,Euthanized
CAT,January,,,UNKNOWN,false,LARGE,ORANGE,Stray,Euthanized
DOG,December,SHIH TZU - MIX,Older than 1 year,FEMALE,true,SMALL,WHITE,Stray,Other
CAT,February,,,FEMALE,false,MED,GRAY,Stray,Euthanized
CAT,August,,Older than 1 year,MALE,true,MED,BRN TIGER,Stray,Other
CAT,May,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLK TABBY,Stray,Euthanized
DOG,August,FOX TERR WIRE - MIX,,FEMALE,true,MED,WHITE,Owner Surrender,Other
DOG,April,,,MALE,false,MED,RED,Stray,Euthanized
DOG,November,BEAGLE - MIX,Older than 1 year,FEMALE,true,MED,TRICOLOR,Owner Surrender,Home
CAT,July,,,UNKNOWN,false,LARGE,GRAY,Stray,Euthanized
CAT,September,,Youth - Younger than 1 year,FEMALE,false,MED,CALICO,Stray,Other
CAT,August,,,UNKNOWN,false,KITTN,GRAY,Owner Surrender,Euthanized
CAT,April,,,UNKNOWN,false,LARGE,BRN TIGER,Stray,Euthanized
CAT,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLACK,Owner Surrender,Euthanized
DOG,August,,Older than 1 year,FEMALE,true,LARGE,BLACK,Owner Surrender,Euthanized
CAT,July,,,UNKNOWN,false,KITTN,BLACK,Stray,Euthanized
CAT,June,,Older than 1 year,FEMALE,false,MED,GRAY,Stray,Euthanized
DOG,July,,Older than 1 year,MALE,true,SMALL,BLACK,Stray,Home
DOG,March,AMER BULLDOG - BOXER,Youth - Younger than 1 year,FEMALE,false,MED,WHITE,Stray,Other
DOG,June,,Youth - Younger than 1 year,FEMALE,true,MED,BL BRINDLE,Stray,Home
DOG,September,,Youth - Younger than 1 year,MALE,true,MED,BLACK,Stray,Other
CAT,April,,Older than 1 year,FEMALE,true,MED,CALICO,Owner Surrender,Home
CAT,July,,,UNKNOWN,false,MED,GRAY,Owner Surrender,Euthanized
DOG,July,,Youth - Younger than 1 year,MALE,true,MED,BLACK,Stray,Home
CAT,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,Stray,Other
CAT,August,,Older than 1 year,FEMALE,true,LARGE,GRAY TABBY,Stray,Home
DOG,June,,,FEMALE,false,MED,BROWN,Stray,Euthanized
CAT,February,,,UNKNOWN,false,SMALL,BLACK,Stray,Euthanized
CAT,January,,Infant - Younger than 6 months,FEMALE,false,SMALL,WHITE,Owner Surrender,Other
DOG,March,BORDER COLLIE - LABRADOR RETR,,MALE,false,MED,BLACK,Owner Surrender,Euthanized
CAT,September,,Infant - Younger than 6 months,MALE,false,KITTN,BRN TABBY,Stray,Euthanized
CAT,March,,Older than 1 year,MALE,true,X-LRG,ORG TABBY,Foster Return,Euthanized
DOG,October,YORKSHIRE TERR - SCHNAUZER MIN,Older than 1 year,MALE,true,SMALL,TAN,Owner Surrender,Home
DOG,January,,Youth - Younger than 1 year,MALE,true,MED,TAN,Stray,Other
CAT,June,,,FEMALE,false,MED,BLACK,Stray,Euthanized
DOG,July,,Older than 1 year,MALE,true,LARGE,BROWN,Stray,Other
CAT,April,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLACK,Stray,Euthanized
DOG,March,BOXER - MIX,,FEMALE,false,PUPPY,BROWN,Stray,Other
CAT,September,,,MALE,true,LARGE,BLK TABBY,Owner Surrender,Euthanized
CAT,March,,Older than 1 year,FEMALE,false,MED,WHITE,Owner Surrender,Euthanized
DOG,September,CHIHUAHUA SH - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BROWN,Foster Return,Home
DOG,March,GERM SHEPHERD - MIX,,MALE,true,LARGE,RED,Stray,Home
CAT,June,,Youth - Younger than 1 year,FEMALE,true,MED,BRN TABBY,Stray,Other
CAT,October,,Infant - Younger than 6 months,FEMALE,true,KITTN,WHITE,Owner Surrender,Home
CAT,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,WHITE,Stray,Other
DOG,May,LABRADOR RETR - PIT BULL,,FEMALE,false,LARGE,FAWN,Stray,Other
CAT,November,,,FEMALE,false,KITTN,CALICO,Stray,Euthanized
CAT,August,,,FEMALE,false,X-LRG,UNKNOWN,Reported Lost by Public,Other
CAT,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BRN TABBY,Stray,Euthanized
DOG,April,,,FEMALE,false,PUPPY,WHITE,Stray,Home
DOG,June,POODLE MIN - MIX,Older than 1 year,MALE,true,SMALL,BLACK,Stray,Other
CAT,January,,Older than 1 year,FEMALE,false,LARGE,GRAY,Owner Surrender,Euthanized
CAT,August,,,FEMALE,false,KITTN,ORANGE,Stray,Euthanized
CAT,May,,,FEMALE,false,KITTN,CALICO,Stray,Other
DOG,April,,,FEMALE,false,MED,BROWN,Stray,Euthanized
CAT,December,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY TABBY,Stray,Other
CAT,July,,,MALE,false,KITTN,WHITE,Owner Surrender,Euthanized
DOG,May,BOXER - MIX,,FEMALE,false,PUPPY,BR BRINDLE,Stray,Other
DOG,July,,Youth - Younger than 1 year,MALE,false,X-LRG,TRICOLOR,Owner Surrender,Other
CAT,June,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,Foster Return,Home
CAT,August,,Infant - Younger than 6 months,MALE,true,KITTN,SEAL PT,Stray,Other
CAT,July,,Infant - Younger than 6 months,MALE,true,KITTN,ORG TABBY,Owner Surrender,Home
DOG,August,,Infant - Younger than 6 months,MALE,true,SMALL,BLACK,Stray,Home
CAT,March,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLK TABBY,Stray,Other
CAT,September,,Older than 1 year,MALE,true,MED,FAWN,Stray,Home
DOG,February,,,FEMALE,false,MED,TRICOLOR,Stray,Other
CAT,May,,Older than 1 year,FEMALE,true,LARGE,GRAY TABBY,Stray,Euthanized
CAT,July,,,MALE,false,MED,GRAY,Stray,Euthanized
DOG,June,,Older than 1 year,MALE,true,MED,TRICOLOR,Stray,Other
CAT,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,Stray,Home
CAT,May,,Infant - Younger than 6 months,UNKNOWN,false,MED,ORANGE,Stray,Other
CAT,March,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY TABBY,Stray,Euthanized
DOG,June,,Older than 1 year,MALE,true,LARGE,BLACK,Stray,Other
DOG,February,,Older than 1 year,MALE,true,MED,BLACK,Owner Surrender,Home
CAT,March,,,FEMALE,false,LARGE,BLACK,Stray,Euthanized
DOG,January,,,FEMALE,false,SMALL,TAN,Stray,Other
CAT,June,,,FEMALE,false,LARGE,TORTIE,Stray,Euthanized
DOG,June,,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,Stray,Other
DOG,August,PEKINGESE - SHIH TZU,Older than 1 year,FEMALE,true,TOY,CREAM,Owner Surrender,Home
DOG,May,,Older than 1 year,FEMALE,true,MED,RED,Stray,Home
CAT,February,,Youth - Younger than 1 year,FEMALE,true,MED,WHITE,Stray,Other
CAT,April,,Youth - Younger than 1 year,FEMALE,true,KITTN,GRAY,Foster Return,Home
CAT,December,,,UNKNOWN,false,SMALL,WHITE,Stray,Euthanized
DOG,April,,,MALE,false,MED,BLACK,Stray,Euthanized
CAT,April,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,Owner Surrender,Other
DOG,August,BLUETICK HOUND - BOXER,Youth - Younger than 1 year,FEMALE,true,MED,BROWN,Stray,Home
CAT,June,,Older than 1 year,FEMALE,false,MED,TORTIE,Stray,Euthanized
DOG,July,,Older than 7 years,MALE,false,LARGE,RED,Owner Surrender,Other
DOG,July,POMERANIAN - SIBERIAN HUSKY,Infant - Younger than 6 months,MALE,false,PUPPY,TRICOLOR,Impound,Home
CAT,August,,Older than 1 year,FEMALE,true,LARGE,BLACK,Owner Surrender,Other
DOG,May,,Older than 1 year,FEMALE,true,MED,BLACK,Stray,Home
DOG,August,DACHSHUND - MIN PINSCHER,Older than 1 year,MALE,true,SMALL,TRICOLOR,Owner Surrender,Home
DOG,May,,Older than 7 years,MALE,false,MED,BLACK,Stray,Home
DOG,July,,Older than 7 years,MALE,false,X-LRG,BROWN,Stray,Home
CAT,July,,,FEMALE,false,LARGE,BLACK,Stray,Euthanized
DOG,August,SCHNAUZER MIN - MIX,Older than 1 year,MALE,true,SMALL,GRAY,Stray,Home
CAT,June,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,Owner Surrender,Home
CAT,April,,,FEMALE,false,KITTN,BLACK,Stray,Euthanized
CAT,August,,,FEMALE,false,SMALL,UNKNOWN,Reported Lost by Public,Other
CAT,May,,,MALE,false,MED,GRAY,Stray,Euthanized
DOG,January,LABRADOR RETR - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,WHITE,Owner Surrender,Home
DOG,October,,Older than 1 year,MALE,true,LARGE,TRICOLOR,Owner Surrender,Euthanized
DOG,November,,Older than 1 year,MALE,true,MED,BL BRINDLE,Stray,Euthanized
DOG,January,,,FEMALE,false,MED,BLUE,Stray,Euthanized
CAT,May,SOMALI - ABYSSINIAN,Infant - Younger than 6 months,MALE,true,KITTN,ORANGE,Owner Surrender,Home
CAT,May,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,CALICO,Stray,Euthanized
DOG,January,,Older than 1 year,MALE,false,LARGE,BROWN,Stray,Home
DOG,June,,Older than 1 year,MALE,false,LARGE,BROWN,Owner Surrender,Other
DOG,March,,Older than 7 years,MALE,false,X-LRG,BLACK,Owner Surrender,Euthanized
DOG,May,CHIHUAHUA SH - BEAGLE,Older than 1 year,MALE,true,SMALL,BLACK,Owner Surrender,Other
DOG,May,,Infant - Younger than 6 months,FEMALE,false,PUPPY,TAN,Impound,Other
DOG,June,,,FEMALE,true,SMALL,WHITE,Owner Surrender,Euthanized
DOG,September,,Older than 1 year,FEMALE,true,MED,RED,Stray,Other
CAT,April,,,UNKNOWN,false,MED,GRAY TABBY,Stray,Home
DOG,December,,Older than 7 years,FEMALE,false,SMALL,WHITE,Stray,Euthanized
DOG,August,BEAGLE - JACK RUSS TER,Older than 1 year,MALE,true,MED,BROWN,Owner Surrender,Home
DOG,July,PEKINGESE - POODLE MIN,Older than 7 years,FEMALE,true,SMALL,TAN,Owner Surrender,Home
CAT,July,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,Stray,Other
DOG,February,BEAGLE - MIX,Older than 1 year,FEMALE,true,LARGE,TRICOLOR,Stray,Other
DOG,July,,Older than 1 year,FEMALE,true,SMALL,TAN,Owner Surrender,Other
CAT,June,,Older than 1 year,FEMALE,true,X-LRG,BRN TABBY,Owner Surrender,Euthanized
DOG,March,,Older than 1 year,FEMALE,true,MED,TAN,Stray,Home
DOG,June,,,MALE,false,MED,BLACK,Stray,Home
DOG,August,DACHSHUND - CHIHUAHUA SH,Older than 1 year,FEMALE,true,SMALL,TRICOLOR,Stray,Home
DOG,June,GERM SHEPHERD - MIX,,MALE,false,X-LRG,BROWN,Owner Surrender,Euthanized
DOG,May,PUG - AMER ESKIMO,Infant - Younger than 6 months,MALE,false,SMALL,FAWN,Owner Surrender,Other
DOG,March,,,MALE,true,X-LRG,WHITE,Stray,Other
CAT,January,,Older than 1 year,MALE,true,MED,BLACK,Stray,Home
DOG,October,,,MALE,true,LARGE,WHITE,Stray,Home
DOG,July,,,FEMALE,false,MED,BROWN,Stray,Euthanized
CAT,April,,Older than 7 years,FEMALE,false,LARGE,ORG TABBY,Owner Surrender,Other
DOG,October,GERM SHEPHERD - MIX,Older than 1 year,FEMALE,false,LARGE,BROWN,Owner Surrender,Euthanized
CAT,October,,,UNKNOWN,false,MED,GRAY TABBY,Stray,Euthanized
